,sentence,sentiment,Unnamed: 0
1241,그래서 과거 경험을 토대로 앞으로 창업을 하며 브랜드를 키우는 데 도움이 될 분야가 무엇이 있을지 고민을 해 보니 크라우드 펀딩이 제가 생각했을 때 가장 적합한 직군이라고 생각하여 해당 커리어를 선택하게 되었습니다,Positive,1248.0
2262,산업공학이고 들은 상황을 크게 보고 각 분야에서 수집된 정보를 토대로 편리하게 관리하고 계획하는 관리인 역할을 수행합니다,Positive,2278.0
2320,이번 시간에는 기계공학과의 모든 것을 알아보도록 하자 기계공학과는 이름이 다양한 편은 아니다 대체로 기계공학부 혹은 기계공학과로 불린다 하지만 그럼에도 불구하고 서울대학교부터 주요 대학들의 기계공학과 이름을 살펴보면 다음과 같다 서울대학교 기계공학부 한국과학기술원 기계공학과 포항공과대학교 기계공학과 연세대학교 기계공학부 고려대학교 기계공학부 서강대학교 기계공학과 성균관대학교 기계공학부 한양대학교 기계공학과 이름은 다양하지만 앞으로는 공통적으로 기계공학과 혹은 기공과 혹은 기계과라고 부르겠다 기계공학과의 근본 자동차 조선 건설 기계공학과는 역학을 토대로 발전한 학과로서 모든 공학의 근본이라고 할 수 있는 학과이다,Positive,2336.0
2466,정보 보안으로 취업 시 기업의 형태 연봉 복지 수준 등 상상이상의 좋은 대우를 받을 수 있다는 것은 잘 알지만 어떠한 교육과정을 토대로 준비해야 하는지 정확히 알지 못하는 학생들이 많이 있습니다,Positive,2486.0
2684,대구한의대 화장품 공학과는 현장실습과 캡스톤 디자인 중심의 문제 해결형 학습 교과 과정을 구성해 지금 당장 현장에 나가도 학교에서 배운 경험을 토대로 문제를 해결할 수 있는 능력을 배양하고 있습니다,Positive,2704.0
3077,또한 각종 건물 교량 등과 같은 건축 자재나 골프채 낚시 도구 등의 용품 등에는 다양한 복합재료가 필요하다 신소재공학의 영역은 아주 광범위하고 다양한 영역을 포함하고 있다 대표적으로 철강 연료전지 반도체 디스플레이 에너지 등으로 나눌 수 있으며 이 영역들은 모두 현대 산업의 토대가 되는 중요한 영역이라고 할 수 있다 특히 에너지 영역 중에서도 태양에너지나 수소 연료 관련 분야는 차세대의 주력 에너지로서 앞으로 다가올 미래에 가장 중요하고 발전 가능성도 무한한 분야이다 신소재공학과는 일차적으로 각종 소재의 물리적인 성질을 연구하는 학과이다,Positive,3098.0
3651,이번 시간에는 화학공학과의 모든 것을 알아보도록 하자 화학공학과는 이름이 다양한 편이다 서울대학교부터 주요 대학들의 화학공학과 이름을 살펴보면 다음과 같다 서울대학교 화학생물공학부 한국과학기술원 생명화학공학과 포항공과대학교 화학공학과 연세대학교 화공생명공학과 고려대학교 화공생명공학과 서강대학교 화공생명공학과 성균관대학교 화학공학 고분자공학부 한양대학교 화학공학과 이름은 다양하지만 앞으로는 공통적으로 화학공학과 혹은 화공과라고 부르겠다 화학공학과의 근본 석유 정유화학 화학공학과는 전통적인 산업인 석유산업 즉 정유 및 석유화학 석화 산업을 토대로 발전한 학과다 따라서 기본적으로는 화학공학과는 커리큘럼이 정유 석화를 위한 과목으로 구성되어 있다 석유화학 회사들은 어떤 회사들이 있을까 세계적으로 먼저 살펴보면 최근 상장하여 이슈가 된 사우디 국영회사 아람코가 대표적이다,Positive,3678.0
4364,정보처리기사 정보보안기사 네트워크 관리사 등 다양한 자격증 취득과 재학 중 다양한 프로젝트의 경험을 토대로 이력서를 케어하며 모의 면접 트레이닝으로 차별화를 둔 취업을 준비하게 됩니다,Positive,4395.0
4951,재료화학공학은 기존 재료공학과 화학공학 교육의 융합을 토대로 에너지 반도체 석유화학 정유 전자 자동차 조선 의약 바이오 고분자 항공기 철강 세라믹 환경 공정 자동화 등의 광범위한 산업에서 핵심이 되는 재료 화학 물리 바이오 공정 개발 및 설계의 지식을 학습하고 이를 응용하는 학문분야입니다,Positive,4984.0
5100,그리고 여기서 인증된 교육부 평가 인정 온라인 평생교육원에서 강의를 듣고 학위를 취득하게 된다면 교육부 장관의 명의로 학위가 나온다고 하셨고요 신뢰도 생기고 바로 온라인 평생교육원 안내를 받아서 회원가입을 하고 선정해주신 과목을 토대로 수강신청까지 하게 되면서 학점은행제 산업공학 학사학위과정을 시작하게 되었습니다,Positive,5134.0
5999,이지수능교육 선생님의 컨설팅을 통해 현실을 직시할 수 있었고 제가 당장 대학을 가기 위해서는 성적을 올리는 것이 절대적이라는 말씀을 토대로 필수적인 과목에 대해 구체적으로 이야기를 들으면서 저의 마음가짐부터가 달라졌었던 것 같습니다,Positive,6042.0
6705,전기공학과 자세히 보기 전기공학과 학과 개요 학과 소개 학과 소개 글로벌 창의융합 계열 도시 인프라 공학부 전기공학과 프린터 하기 전기공학과 학과 동영상 학과 개요 전기공학과 현대 사회의 기반이 되는 기술을 습득 전기 기술로 구현되는 신재생 에너지 전기자동차 연료전지 등 관련 기술을 습득 실무중심으로 배우고 현업에서 바로 활용 가능한 콘텐츠가 있는 학과 신재생에너지 전기자동차 사물인터넷 관련 창업이 가능한 인재 양성 전기에너지를 사고파는 전력 인터넷 시대의 주역이 되는 인재 양성 수많은 센서가 사물을 연결하는 사물인터넷 시대의 주역이 되는 인재 양성 교육목표 전문지식을 갖춘 실무형 환경안전공학 전문인 양성 환경안전공학과 숭실사이버대학교 환경안전공학과에서는 대기 수질 토양 폐기물 등의 환경문제에 대한 전문지식을 습득하고 이를 토대로 환경오염물질의 발생 원인 규명 분석 및 대처 능력을 갖춘 우수한 전문 인력을 양성하고 있습니다,Positive,6750.0
6710,환경안전공학과 자세히 보기 환경안전공학과 학과 개요 학과 소개 학과 소개 글로벌 창의융합 계열 도시 인프라 공학부 환경안전공학과 프린터 하기 환경안전공학과 교육목표 대기 수질 토양 폐기물 등의 환경문제에 대한 전문지식을 습득하고 이를 토대로 환경오염물질의 발생 원인 규명 분석 및 대처 능력을 갖춘 우수한 전문 인력을 양성한다 더불어 환경과 안전에 대한 책임의식을 함양하고 미래 사회가 요구하는 실무형 환경안전공학 전문인을 양성하는 것이 환경안전공학과의 교육목표이다 학과 특성화 산업 발전과 도시개발에 따른 대기 수질 토양 등의 환경문제가 지속적으로 대두되고 있고 환경안전에 지금까지 타산업 혁명 시대를 이끌어갈 최고의 전문인을 양성하는 도시 인프라 공학부에 대해 소개해드렸어요,Positive,6755.0
6854,수천수백만 가지의 상황을 다루도록 도와주는 컴퓨터 지식이 필요한데 이를 교육하는 교육기관에서 공부를 하는 것이 미래를 위해서도 좋답니다 선문대 산업경영공학과에서는 공학적 지식을 토대로 과학적 경영을 선도하는 기술경영 인재를 양성하고자 합니다 급격한 기업 환경 변화에 부응하는 인재를 양성하기 위해 교육목표를 설정하고 있는데요,Positive,6900.0
6967,산업공학의 목표는 기초적인 설계 위에 여러 가지 상황과 변수를 통제하는 학문 등을 통해 상황을 개선하고 완성하는 것이랍니다 산업경영공학과 대학교를 졸업한 산업 공학도들은 상황을 크게 보고 각 분야에서 수집된 정보를 토대로 편리하게 관리하고 계획하는 관리인 역할을 수행합니다,Positive,7014.0
8577,이들 분야는 타 산업혁명으로 산업구조에 변화가 생긴다 하더라도 근본적으로 모든 산업의 토대가 되기 때문이에요,Positive,8631.0
8991,저희 사업부는 엑스레이 디지털 유방선 분자영상 의학 기술을 토대로 의료장비를 생산 및 의료기술 의료기관 관련 재무 설루션 등을 제공하고 있습니다,Positive,9050.0
11331,그럼 바로 만나볼게요 토목공학과는 어떤 학과인 가요 토목공학과는 국가 공공 및 산업시설을 건설하기 위해 계획 조사설계 시공 및 관리하여 경제발전의 토대를 마련하고 삶의 질을 향상시키는 학문을 배우는 학과입니다,Positive,11406.0
11400,이들 분야는 차 산업혁명으로 산업구조에 변화가 생긴다 해도 근본적으로 모든 산업의 토대가 되기 때문에 기계공학과의 전망도 밝을 것으로 보입니다 상상력이 기계를 만들고 인류는 모든 것을 바꾸기 시작했습니다,Positive,11475.0
11726,산업공학은 많은 자료들을 관리하는 데이터베이스와 유사하고 산업 공학도들은 상황을 크게 보고 각 분야에서 수집된 정보를 토대로 편리하게 관리하고 계획하는 관리인 역할을 수행한답니다,Positive,11805.0
11802,제 차와 제차 산업혁명의 토대가 되었다고 할 수 있을 것이며 이러한 중요성은 차 산업혁명 시대에도 변하지 않고 있습니다,Positive,11881.0
11894,선배가 실험에 대한 원리와 이론을 설명한 뒤 실험 시범을 보이면 후배들은 배운 내용을 토대로 다시 한 번 실험해보는 과정을 거치게 되는데요 선배들은 후배들에게 가르쳐주기 위해 다시 한 번 내용을 정리해보며 이론과 실험 방법을 체화할 수 있고 후배들은 저학년부터 실험기구를 사용한 실습 기회가 생겨 서로 윈윈 효과를 기대할 수 있답니다 이후 심화 실험으로 표면 플라즈모 공명과 단백질 분리용 크로마 토크 래피 고성능 액체 크로마토그래피 도 실습합니다,Positive,11974.0
12007,또한 사람들이 활용하기 편하도록 설계하고 여러 데이터를 토대로 계획을 다시 정할 수 있도록 해주는 산업경영공학 부분에 대해서 이야기를 해보려고 해요,Positive,12088.0
12012,또한 이러한 자격증을 토대로 기업체의 경우에는 분야 엔지니어 또는 경영컨설턴트 및 생산관리 데이터 분석에 대한 부분을 도와줄 수 있는 직업을 가질 수 있고 또한 공부를 더욱 하게 된다면 생산 시스템에 대한 공부 또는 정보시스템이나 금융공학 및 기업체에 있는 연구소에서 연구를 계속해서 나아갈 수 있는 직업 중에 하나라고 할 수 있어요,Positive,12093.0
12085,이번 년 회 동문전은 다시 새로운 초심으로 돌아가자는 의미로 도자기 전통과 현대의 길이라는 주제로 법고창신 옛것을 본받아 새로운 것을 창조한다는 뜻으로 옛것에 토대를 두되 그것을 변화시킬 줄 알고 새것을 만들어 가되 근본을 잃지 않아야 한다는 뜻과 같은 작품들의 전시가 주로 선보이게 될 것입니다,Positive,12166.0
12236,이 자격증을 취득하여 산업공학과 취업 분야를 다양화 시킬 수 있는데요 경영컨설턴트 물류관리 전문가 변리사 산업공학 기술자 산업관리원 생산관리 사무원 연구실 안전 전문가 온실가스인증심사원 자제 관리 사무원 정보시스템 운영자 제품 생산 관련 관리자 위험관리원 전자 의료기 개발 기술자 전자제품개발 기술자 컴퓨터 시스템 분석가 품질관리 사무원 품질인증심사 전문가 전문가 등등 다양한 분야에서 활동이 가능하답니다 산업 공학도들은 상황을 크게 보고 각 분야에서 수집이 된 정보를 토대로 편리하게 관리하고 계획하는 관리인의 역할을 수행합니다,Positive,12319.0
13091,산업 공학도들은 상황을 크게 보고 각 분야에서 수집된 정보를 토대로 편리하게 관리하고 계획하는 관리인 역할을 수행합니다,Positive,13179.0
13227,인간의 물리적 육체적 특성을 고려한 시스템 설계를 하는 인체공학과 인간의 인지 학적 특성을 고려한 시스템 설계를 하는 인간 요소를 모두 포함하며 이를 토대로 소비자들이 좋아하는 서비스를 연구하거나 인간 중심의 제품을 디자인하기도 합니다,Positive,13315.0
3403,대한 산업공학회가 기획한 공학의 마에스트로 산업공학은 진로를 고민하는 고등학생들은 물론 일반인들을 위해 산업공학이란 학문이 무엇인지에 대해 쉽고 명쾌하게 풀어낸 지식의 길라잡이입니다,Positive,3428.0
8061,정량적 지표로 하면 전체 생산량의 가 미생물에 의해 부패되어 상품화가 되지 못하고 기업 입장에서도 매우 중요한 부분입니다 하지만 식품을 전공하지 않은 일반인의 입장에서 미생물에 대한 인식이 식품에서 중요하다고 특별히 인식되지 않은 것은 우리나라의 위생 안전성 부분에서 미생물에 대한 관리 체계가 잘 갖춰져 있기 때문입니다,Positive,8110.0
11221,동북권 지역 대구경북 강원의 분야 창업 활성화를 위한 우수 사업모델과 참신한 아이디어를 대학생 일반인이 함께 경쟁하는 대회로 지역 내 예비창업자를 대상으로 와 블록체인을 활용한 스마트시티 관련 사업화 아이템 발굴을 추진했습니다,Positive,11296.0
535,해당 학과의 취득 가능 자격증으로는 화공기 사 대기 환경기사 가스기사 수질 환경기사 산업안전기사 고분자 제품 제조기사 생물공학 기사 화학분석 기사 폐기물 기사 소방설비기사 소방안전기사 품질관리기사 등이 있으며 매년 명 이상 관련 자격증을 취득하고 있다고 합니다,Positive,536.0
1754,분자 생물공학 분자 생물공학 전반에 관한 내용을 중심으로 첨단 분자 생물공학에 필요한 기초 및 응용 지식에 대해 배웁니다,Positive,1767.0
1756,생물공정공학 공학 기초 개념과 물질 수지 및 에너지수지 등의 화학공학 이론 및 생화학 미생물학 분자생물학 기초 지식을 생물공학에의 접목 및 응용을 고려하여 배웁니다,Positive,1769.0
1759,미적분학 일반물리 일반화학은 익숙하실 텐데요 생명공학개론과 함께 시작하여 수학 생물 화학 등 다양한 분야로 심화되어 생물공학 유전공학 분야 생체재료 분야 나노의약분야로 나뉘어 학습해 나가는 것을 알 수 있습니다,Positive,1772.0
1760,향후 진로 취업률 관련 직업 생명과학 연구원 생물공학 연구원 유전공학 연구원 이공학계열 교수 해양 환경기사 생물 정보 분석가 수의사 바이오의약품 연구원 졸업 후 진출 분야 기업 및 산업체의 약 환경 식품 등의 제조 및 판매 회사 바이오 제약 및 생명 공학 회사 학계 및 연구기관 대학교 생명공학 생명과학 연구원 정부 및 공공기관 한국생명공학연구원 한국과학기술연구원 한국과학기술정보연구원 한국연구재단 등 생명과학 관련 공공기관 출처 커리어넷 세상에 이런 일이 요즘 전 세계 사람들의 커다란 관심사 중 하나는 백신이 아닐까요 뉴스에서 나 일상 속 대화에서는 코로나 바이러스 예방 백신에 대한 이야기가 많이 들리는데요 생명공학과 입학을 꿈꾸는 학생 중에서는 이런 백신을 비롯한 신약 개발을 꿈꾸며 질병 퇴치에 기여하는 모습을 상상하는 학생들도 있을 것입니다,Positive,1773.0
7048,자원생물학과와 생물공학과 모두 부경대학교 수산과학대학에 속해있고 학과명이 유사하기 때문에 헷갈려 하실 거라고 생각하는데요,Positive,7095.0
7061,생물공학과는 미생물과 식물 세포와 같은 생체 시스템을 이용하여 의약품 산업 식품 산업 외에도 다양한 분야에 기여할 수 있는 연구를 진행하고 있습니다,Positive,7108.0
7064,따라서 해양 생명 자원을 차지하기 위한 국가 간의 경쟁이 날이 갈수록 치열해지고 있는데요 이러한 시대적 흐름에 발맞추어 생물공학과는 해양자원과 수산생물을 이용하여 유용물질을 개발하고 제약 유전학 환경생태 바이오 에너지 등 인류복지와 산업과 밀접한 관련이 있는 분야를 통해 다양한 치료물질을 탐색하는 연구를 수행하고 있답니다,Positive,7111.0
7068,생물공학과에서 소개해 드릴 전공필수과목은 생물화학공학입니다,Positive,7115.0
7069,생물공학은 가장 빠르게 변화하는 공학의 한 분야이기도 한데요 이 강의를 통해서 생물화학공학의 응용과 최신 정보에 대해서 배울 수 있습니다,Positive,7116.0
7073,생물공학과에서는 생물산업 제약 유전공학 화학 식음료 발효 환경 사료 및 농림 수산 등 생물을 통한 연구와 개발을 진행하는 다양한 기업체로 진출하고 있으며 수산 생명 해양 관련 연구소로도 다수 진출하여 연구원으로 활동하고 있습니다,Positive,7120.0
7075,오늘은 자원생물학과와 생물공학과를 비교해 보았습니다,Positive,7122.0
7079,따라서 바다를 알지 못하면 미래 산업의 주도권 경쟁에서 뒤처질 수 있다 이러한 시대적 요구에 부응하기 위하여 자원생물학과는 세기의 해양 생명산업 발전을 위한 인재 양성이라는 교육목표 아래 해양생물자원의 효율적인 개발과 보전 관리에 필요한 해양생물자원학 분야의 제반 교육에 중 생물공학과 부경대학교 생물공학과 생물공학과 공지사항 학과 년 학기 국가장학금 차 신청 안내 년 동계 대학생 현장실습기 참가자 모집 공고문 혁신인재 장학금 지원 안내 대면 수업 확대 시 학생생활관 운영방안 안내 학과 공지사항 더 보기 대학원 학사일정 바로 가기 부경 포털시스템 바로 가기 학과 앨범 학과 앨범 더 보기 부경대학교 대연캠퍼스 수산과학대학 모습 학과 안내 대학원 안내 취업 정보 학과 위치 이상 국립 부경대학교 입학홍보대사 부경 나래 김유정 나래였습니다,Positive,7126.0
7934,글 화학생물공학부 이기범 편집 에너지자원공학과 윤영주 에너지자원공학과에서는 주로 어떤 분야에 대해 배우나요 에너지자원공학과의 전공과목에서 다루는 내용들이 궁금해요,Positive,7983.0
8293,생명공학과 졸업 후 진출 분야 생명공학과는 졸업 후 어디에서 일을 하게 될까요 기업 및 산업체의 약 환경 식품 등의 제조 및 판매 회사 바이오 제약 및 생명 공학 회사 학계 및 연구기관 대학교 생명공학 생명과학 연구원 정부 및 공공기관 학교 한국생명공학연구원 한국과학기술연구원 한국과학기술정보연구원 한국연구재단 등 생명과학 관련 공공기관 생명공학과 관련 직업 생명공학과 졸업 후할 수 있는 직업은 어떤 게 있을까요 생명과학 연구원 생물공학 연구원 등이 있습니다,Positive,8344.0
8294,생명공학과 관련 자격증 생명공학과와 관련 있는 자격증은 어떤 게 있을까요 대기 환경기사 생물공학 기사 수질 환경기사 식품기사 폐기물처리 기사 생명공학과 지역 별 대학교 생명공학과가 있는 대학교가 어딘지 궁금해요,Positive,8345.0
8683,기계공학전공 재료공학부 에너지자원공학과 화학생물공학부 전기정보공학부 등 공과대학 다른 전공뿐 아니라 해양시설 및 자원의 경영에 대한 공부까지 다양한 내용을 다루기 때문에 해양구조물과 자원에 대한 관심이 많고 이를 바탕으로 폭넓은 공부를 경험하고 싶은 학생들이 진학하면 좋을 것 같습니다,Positive,8737.0
12267,통계학과 약학계열 컴퓨터공학부 자유전공학부 물리천문학부 물리학 수리과학부 전기정보공학부 수의예과 산업공학과 기계공학부 화학생물공학부 의류학과 재료공학부 경영 대학 언론정보학과 항공우주공학과 경제학부 물리천문학부 천문학 지구환경과학부 화학부 생명과학부 건축학과 수학교육과 원자핵공학과 바이오시스템 소재 학부 간호대학이 과 에너지자원공학과 인류학과 소비자 아동학부 소비자학 건설환경공학부 사회학과 정치외교학부 의류학과 이 과 응용생물화 학부 조선해양공학과 농경제 사회학부 심리학과 영어교육과 식품 동물생명공학부 교육학과 역사교육과 소비자 아동학부 아동 가족학 독어교육과 불어교육과 지리교육과 인문계열 윤리 교육과 물리교육과 지리학과 화학교육과 조경지역시스템공학부 산림과학부 간호대학 사회복지학과 국어교육과 사회교육과 식물생산과학부 생물교육과 지구과학교육과 식품영양학과 출처 윤도영니들이 지랄할까 봐 설의 그냥 뻄설경 인설의 급일 거라는 소리가 좀 있었는데 그건 사실이 아닌 걸로 된 듯,Positive,12350.0
751,이과대학 수학과 물리학과 화학과 지구시스템과학과 천문우주학과 대기과학과 공과대학 화공생명공학부 전기 전자공학부 건축공학과 도시공학과 사회환경 시스템공학부 기계공학부 신소재공학부 산업공학과 컴퓨터과학과 글로벌융합공학부 생명시스템대학 시스템생물학과 생화학과 생명공학과 생활 과학대학 의류환경학과 식품영양학과 실내건축학과 의과대학 의예과 치과대학 치의예과,Positive,753.0
1154,식품영양학과 자연,Positive,1161.0
3886,식품생명공학과에서는 식품 제조 가공 개발 등의 기본 내용과 건강기능식품 발효과학 포장 안전성 마케팅 등의 응용 분야를 포함하는 식품학 영역과 영양사 자격증 취득을 전제로 하는 조리 위생 교육 진단 등 식품영양학 영역의 이론과 기술을 교육함으로써 식품의 영양성 기능성 기호성 및 안전성에 대한 융합적 지식을 갖춘 현장 실무형 전문 인력 양성하고 있습니다,Positive,3913.0
3892,식품생명공학과에서는 단순하게 식품을 개발하는 것에서 그치는 것이 아닌 식품생명과학과 건강기능식품 그리고 식품영양학이 융복합 된 농식품생명 융복합 특성화 교육에서 시작하여 식품학 관련 공인자격인 식품기사 위생사 영양사와 같은 자격을 취득하는 것을 의무화하여 실습 위주로 현장에 적용할 수 있는 교육이 진행됩니다,Positive,3919.0
3895,식품생명 영양학 주전공을 통해서 식품기업 및 공공기관과 함께 교직이수를 하는 경우에는 중 고등학교로 진출도 가능합니다,Positive,3922.0
3897,이를 위해서는 식품기사 식품산업기사 위생사 영양사 중등 급 정교사 자격을 취득하는 것이 필요합니다,Positive,3924.0
3898,식품생명 영양학 분야 이외에도 건강기능식품이나 스마트 농식품 관련 계열로도 진출이 가능한데 요건 강식품 화장품 제약 기업은 물론이고 스마트팩토리 스마트 팜과 같은 분야로 진로를 선택할 수 있습니다,Positive,3925.0
4925,마지막에 식품 영양 보고 있어서 그런가 봐요 한동안 신학에 넣어뒀었는데,Positive,4958.0
7054,생물은 스스로 영양 운동 생장 증식을 한다는 특징을 가지고 있는데요 이러한 특성에 대한 이해를 기본으로 생물과 인간의 삶이 상호적으로 발전할 방안에 대해서 연구하고 교육하고 있습니다,Positive,7101.0
9531,서울대 로스쿨 기 입학생 서울대학교 법학부 서울대학교 경제학부 고려대학교 법학과 서울대학교 경영학과 서울대학교 정치학과 서울대학교 자유전공학부 서울대학교 영어영문학과 고려대학교 경영학과 연세대학교 경영학과 연세대학교 법학과 서울대학교 심리학과 서울대학교 영어교육과 서울대학교 외교학과 고려대학교 경제학과 고려대학교 심리학과 고려대학교 자유전공학부 고려대학교 정치외교학과 생명과학과 서울대학교 국사학과 서울대학교 국어국문학과 서울대학교 동양사학과 서울대학교 미학과 서울대학교 사회학과 서울대학교 산업공학과 서울대학교 식품영양학과 서울대학교 인류학과 서울대학교 재료공학부 서울대학교 전기공학부 서울대학교 화학부 고려대학교 중어중문학과 연세대학교 물리학과 연세대학교 행정학과 성균관대학교 글로벌 경제학과 성균관대학교 글로벌 리더학부 한양대학교 법학과 한양대학교 전자 통신컴퓨터공학과 포항공과대학교 신소재공학과 이화여자대학교 약학과 경찰대학 공군사관학교 육군사관학교,Positive,9592.0
11119,생명시스템대학 시스템생물학과 생화학과 생명공학과 신과 대학 신학과 사회과학대학 정치외교학과 행정학과 사회복지학과 사회학과 문화인류학과 언론홍보영상 학부 생활 과학대학 의류환경학과 인문 의류환경학과 자연식품영양학과 인문 식품영양학과 자연 실내건축학과 인문 실내건축학과 자연 아동 가족학과 인문 생활디자인학과 인문 교육과학대학교육학부 간호대학 간호학과 인문 간호학과 자연 의과대학 의예과 치과대학 치의예과 대가 지망이라고 하십니다,Positive,11190.0
298,단국대 컴퓨터공학 산업보안 입시 진학 단국대 컴퓨터공학과 그리고 단국대 산업보안학과 수시 입시 전형으로는 크게 학생부 종합 학생부 교과 논술로 나뉩니다,Positive,298.0
